feature,metadata,value,coef,stderr,pval,name,qval,N,N.not.zero,model
Anoxybacillus,epithelium_remaining,epithelium_remaining,0.26573258548004397,0.4446488264620206,0.553636175540497,epithelium_remaining,0.8505135450332273,40,9,B_genus_epithelium_remaining
Psychrobacter,epithelium_remaining,epithelium_remaining,-0.2031295935243117,0.36915760647560103,0.5853669888995332,epithelium_remaining,0.8617902892132017,40,5,B_genus_epithelium_remaining
Exiguobacterium,epithelium_remaining,epithelium_remaining,-0.24318253444832327,0.4409894103360767,0.5845552525588096,epithelium_remaining,0.8617902892132017,40,12,B_genus_epithelium_remaining
Mesomycoplasma,epithelium_remaining,epithelium_remaining,0.08140238810531643,0.1463532958451159,0.5813316274401884,epithelium_remaining,0.8617902892132017,40,40,B_genus_epithelium_remaining
Tetragenococcus,epithelium_remaining,epithelium_remaining,0.183053318413931,0.3729917648701266,0.6264111253181359,epithelium_remaining,0.9095832778592111,40,37,B_genus_epithelium_remaining
Massilia,epithelium_remaining,epithelium_remaining,0.17855766037698018,0.41267563248128736,0.6676910542101797,epithelium_remaining,0.9146864369185199,40,39,B_genus_epithelium_remaining
Actinomycetospora,epithelium_remaining,epithelium_remaining,0.11164137408110054,0.2838095988271203,0.6962467527095775,epithelium_remaining,0.9146864369185199,40,5,B_genus_epithelium_remaining
Geobacillus,epithelium_remaining,epithelium_remaining,-0.21776151701391183,0.4752441059592803,0.6494114132422664,epithelium_remaining,0.9146864369185199,40,26,B_genus_epithelium_remaining
Clostridium,epithelium_remaining,epithelium_remaining,0.08763852725107889,0.1903834882315513,0.6479054306611434,epithelium_remaining,0.9146864369185199,40,37,B_genus_epithelium_remaining
Cloacibacterium,epithelium_remaining,epithelium_remaining,0.12205790164622292,0.30252140088450113,0.6888649109647415,epithelium_remaining,0.9146864369185199,40,5,B_genus_epithelium_remaining
Comamonadaceae,epithelium_remaining,epithelium_remaining,0.14437798472055105,0.3439317858232225,0.6770053154840525,epithelium_remaining,0.9146864369185199,40,7,B_genus_epithelium_remaining
Rhizobiaceae,epithelium_remaining,epithelium_remaining,-0.18409058905734005,0.4389910512732489,0.6773221331297914,epithelium_remaining,0.9146864369185199,40,14,B_genus_epithelium_remaining
Muribaculaceae,epithelium_remaining,epithelium_remaining,0.037555221775112,0.09637781608206572,0.6989585036830199,epithelium_remaining,0.9146864369185199,40,40,B_genus_epithelium_remaining
Marisediminicola,epithelium_remaining,epithelium_remaining,0.11083756201178663,0.3044895320411262,0.717867381553366,epithelium_remaining,0.9167944872850217,40,5,B_genus_epithelium_remaining
Paracoccaceae,epithelium_remaining,epithelium_remaining,0.11898587812935911,0.3260843200662875,0.7172143216888838,epithelium_remaining,0.9167944872850217,40,7,B_genus_epithelium_remaining
Actinomyces,epithelium_remaining,epithelium_remaining,-0.11133191605109757,0.32411894150630904,0.7331224402757232,epithelium_remaining,0.9251306984431744,40,9,B_genus_epithelium_remaining
Brevibacterium,epithelium_remaining,epithelium_remaining,-0.09935987674432525,0.37102476765766657,0.7903027185065377,epithelium_remaining,0.9433836263011143,40,9,B_genus_epithelium_remaining
Agathobacter,epithelium_remaining,epithelium_remaining,0.03773727696738326,0.16260516206324757,0.8177218311393898,epithelium_remaining,0.9433836263011143,40,35,B_genus_epithelium_remaining
Abiotrophia,epithelium_remaining,epithelium_remaining,-0.08516268812971127,0.3249800935060478,0.7946943415025876,epithelium_remaining,0.9433836263011143,40,7,B_genus_epithelium_remaining
Cetobacterium,epithelium_remaining,epithelium_remaining,-0.10281741603766154,0.3938317282304587,0.795448716758006,epithelium_remaining,0.9433836263011143,40,13,B_genus_epithelium_remaining
Peptoniphilus,epithelium_remaining,epithelium_remaining,0.07687485977002759,0.2940028216496906,0.7951370512583109,epithelium_remaining,0.9433836263011143,40,5,B_genus_epithelium_remaining
Methylorubrum,epithelium_remaining,epithelium_remaining,0.06085709853292449,0.21837062242541272,0.7819959047436427,epithelium_remaining,0.9433836263011143,40,32,B_genus_epithelium_remaining
Roseomonas,epithelium_remaining,epithelium_remaining,0.07468943282167352,0.34077308428822756,0.8276856343962605,epithelium_remaining,0.9433836263011143,40,7,B_genus_epithelium_remaining
Lautropia,epithelium_remaining,epithelium_remaining,-0.08605144347418624,0.38150537722979583,0.822754234218501,epithelium_remaining,0.9433836263011143,40,12,B_genus_epithelium_remaining
Paracoccus,epithelium_remaining,epithelium_remaining,-0.08692414148217369,0.3689282968403878,0.8149985515727164,epithelium_remaining,0.9433836263011143,40,5,B_genus_epithelium_remaining
Rhodococcus,epithelium_remaining,epithelium_remaining,0.05775365442805723,0.2857374442793551,0.8409000341500582,epithelium_remaining,0.9482489746798528,40,38,B_genus_epithelium_remaining
Parageobacillus,epithelium_remaining,epithelium_remaining,0.07091650532976096,0.38232930906655027,0.8538348676358378,epithelium_remaining,0.9518634536578883,40,37,B_genus_epithelium_remaining
Comamonas,epithelium_remaining,epithelium_remaining,-0.06787379543832002,0.3880100911951089,0.8620650146335591,epithelium_remaining,0.9518634536578883,40,16,B_genus_epithelium_remaining
Patulibacter,epithelium_remaining,epithelium_remaining,-0.05407314423339445,0.35848257945896006,0.8809006263576054,epithelium_remaining,0.962633674163981,40,10,B_genus_epithelium_remaining
Methylobacterium,epithelium_remaining,epithelium_remaining,-0.0557744222350904,0.45446741966204873,0.9029718092146358,epithelium_remaining,0.963098220689849,40,30,B_genus_epithelium_remaining
Dermacoccus,epithelium_remaining,epithelium_remaining,-0.02924721628685397,0.39677831339367037,0.941626419335895,epithelium_remaining,0.963098220689849,40,12,B_genus_epithelium_remaining
Klebsiella,epithelium_remaining,epithelium_remaining,-0.04209002251968416,0.43414486251395235,0.9232762280616398,epithelium_remaining,0.963098220689849,40,34,B_genus_epithelium_remaining
Pseudomonas,epithelium_remaining,epithelium_remaining,0.0437149655623474,0.42583848731795115,0.9187756603759721,epithelium_remaining,0.963098220689849,40,37,B_genus_epithelium_remaining
Knoellia,epithelium_remaining,epithelium_remaining,0.03089452608798277,0.304822045345624,0.9198034200184274,epithelium_remaining,0.963098220689849,40,5,B_genus_epithelium_remaining
Dolosigranulum,epithelium_remaining,epithelium_remaining,-0.026768342007168638,0.343816254990227,0.9383506980714933,epithelium_remaining,0.963098220689849,40,9,B_genus_epithelium_remaining
Rhodoferax,epithelium_remaining,epithelium_remaining,-0.030690063078256585,0.4413464704990145,0.9449265561485312,epithelium_remaining,0.963098220689849,40,38,B_genus_epithelium_remaining
Acinetobacter,epithelium_remaining,epithelium_remaining,0.018820396933006744,0.39941153241055216,0.9626641145777308,epithelium_remaining,0.9638582699366678,40,39,B_genus_epithelium_remaining
Escherichia.Shigella,epithelium_remaining,epithelium_remaining,-0.009615713941987332,0.21081487930349874,0.9638582699366678,epithelium_remaining,0.9638582699366678,40,8,B_genus_epithelium_remaining
Iodobacter,hatchery,south_santiam,6.76739649307623,1.036480057739765,1.3718761070775253e-7,hatcherysouth_santiam,4.36256602050653e-5,40,15,C_genus_hatchery
Ephemeroptericola,hatchery,south_santiam,3.995700300459125,0.7294862792178325,3.471898330020835e-6,hatcherysouth_santiam,3.8365148219171347e-4,40,6,C_genus_hatchery
Carnobacterium,hatchery,sandy,5.9126632542178985,1.0821326764760093,3.6193536055822023e-6,hatcherysandy,3.8365148219171347e-4,40,37,C_genus_hatchery
Serratia,hatchery,sandy,5.164456565302295,1.0825551914133233,3.022023314420908e-5,hatcherysandy,0.002402508534964622,40,39,C_genus_hatchery
Enterococcus,hatchery,south_santiam,4.357402429409308,1.0330571784956224,1.5882114815167446e-4,hatcherysouth_santiam,0.010101025022446496,40,28,C_genus_hatchery
Massilia,hatchery,willamette,3.7154604674950042,0.8964634158500457,1.9727750890155524e-4,hatcherywillamette,0.010455707971782429,40,39,C_genus_hatchery
Oxalobacteraceae,hatchery,south_santiam,4.300951696811373,1.0539786430145412,2.3806789086483075e-4,hatcherysouth_santiam,0.010815084185002311,40,7,C_genus_hatchery
Undibacterium,hatchery,south_santiam,3.713765111218943,0.9311022171440398,3.1170924041962005e-4,hatcherysouth_santiam,0.012390442306679897,40,8,C_genus_hatchery
Lactococcus,hatchery,sandy,4.764329779338151,1.243166971222316,4.901706731705027e-4,hatcherysandy,0.015587427406821987,40,37,C_genus_hatchery
Patulibacter,hatchery,willamette,3.022159592291181,0.7839252399025101,4.590472294048588e-4,hatcherywillamette,0.015587427406821987,40,10,C_genus_hatchery
Methylobacterium,hatchery,willamette,3.4112713730515836,0.9405205302027182,8.8112162051843e-4,hatcherywillamette,0.02216771497943196,40,30,C_genus_hatchery
Paucibacter,hatchery,sandy,-2.701145534434053,0.7437215585173068,8.689258914606995e-4,hatcherysandy,0.02216771497943196,40,40,C_genus_hatchery
Paucibacter,hatchery,south_santiam,-2.5469097871819057,0.7185032865824978,0.0011108309535103574,hatcherysouth_santiam,0.02216771497943196,40,40,C_genus_hatchery
Arthrobacter,hatchery,south_santiam,-4.073437683270439,1.1496190418194216,0.0011153567285248785,hatcherysouth_santiam,0.02216771497943196,40,32,C_genus_hatchery
Comamonas,hatchery,willamette,3.0153033911072464,0.8368521469720089,9.425346003447089e-4,hatcherywillamette,0.02216771497943196,40,16,C_genus_hatchery
Chryseobacterium,hatchery,willamette,3.6022863740392643,1.0152713090433405,0.0011004144980263793,hatcherywillamette,0.02216771497943196,40,16,C_genus_hatchery
Arthrobacter,hatchery,willamette,-3.394905421788331,0.9857901956245877,0.0014719271837453304,hatcherywillamette,0.027533696731236183,40,32,C_genus_hatchery
Flavobacterium,hatchery,south_santiam,3.9742765214231475,1.1690792218142356,0.0016641188612326508,hatcherysouth_santiam,0.027852094624841207,40,23,C_genus_hatchery
Rothia,hatchery,willamette,3.1143259769157727,0.9110208089676518,0.0015789664837936213,hatcherywillamette,0.027852094624841207,40,11,C_genus_hatchery
Actinomyces,hatchery,willamette,2.4451562317161075,0.733799010304731,0.0020023909426862825,hatcherywillamette,0.031838015988711894,40,9,C_genus_hatchery
Dolosigranulum,hatchery,willamette,2.571755888821441,0.7818191308976422,0.002250305768026255,hatcherywillamette,0.03407605877296901,40,9,C_genus_hatchery
Arthrobacter,hatchery,sandy,-3.787556501133822,1.1899687606856109,0.0030021857819594847,hatcherysandy,0.03837599281566085,40,32,C_genus_hatchery
Bacillus,hatchery,south_santiam,-3.5195144622838934,1.0967672608826444,0.0027986380944098727,hatcherysouth_santiam,0.03837599281566085,40,8,C_genus_hatchery
Bacillus,hatchery,willamette,-2.99379880850195,0.9404701673599921,0.0029989932471852967,hatcherywillamette,0.03837599281566085,40,8,C_genus_hatchery
Paracoccus,hatchery,willamette,-2.8131816463089847,0.884349563271543,0.0030169805672689344,hatcherywillamette,0.03837599281566085,40,5,C_genus_hatchery
Lautropia,hatchery,willamette,2.6921142402265783,0.9317273091168996,0.006499094389532071,hatcherywillamette,0.07948892368735379,40,12,C_genus_hatchery
Rhodoferax,hatchery,sandy,-3.441375167365814,1.1973218028173886,0.006757136461457312,hatcherysandy,0.0795840516571639,40,38,C_genus_hatchery
Bacillus,hatchery,sandy,-3.1964923323934564,1.1352619700240456,0.007847738660387906,hatcherysandy,0.08912788907154837,40,8,C_genus_hatchery
Corynebacterium,hatchery,willamette,2.1319857288425386,0.7698737043980317,0.008825295159950806,hatcherywillamette,0.09677392623670195,40,40,C_genus_hatchery
Mobilicoccus,hatchery,willamette,-2.092551309212427,0.7678101914152946,0.00985442011792432,hatcherywillamette,0.10445685324999779,40,7,C_genus_hatchery
Anaerococcus,hatchery,willamette,2.500956890198254,0.9398215806258765,0.011561988808838668,hatcherywillamette,0.11766973608638029,40,10,C_genus_hatchery
Pedobacter,hatchery,willamette,2.5216238370662776,0.9510375932650627,0.011840979731962796,hatcherywillamette,0.11766973608638029,40,33,C_genus_hatchery
Lachnospiraceae.NK4A136.group,hatchery,willamette,-0.6654537592011394,0.26525976865858947,0.01676107379427421,hatcherywillamette,0.15291471772448736,40,37,C_genus_hatchery
Aeromonas,hatchery,willamette,-1.9504430887549282,0.7816739668061046,0.017311100119753287,hatcherywillamette,0.15291471772448736,40,39,C_genus_hatchery
Tychonema.CCAP.1459.11B,hatchery,willamette,-2.2009146007943126,0.871515458024253,0.01610152476802397,hatcherywillamette,0.15291471772448736,40,5,C_genus_hatchery
Allomeiothermus,hatchery,willamette,-3.0395605643924895,1.2151347939166375,0.017055772287869794,hatcherywillamette,0.15291471772448736,40,22,C_genus_hatchery
Corynebacterium,hatchery,south_santiam,-2.208581132068822,0.8978193070902546,0.018829976640494454,hatcherysouth_santiam,0.15757717293887463,40,40,C_genus_hatchery
Enhydrobacter,hatchery,south_santiam,-2.7999362834841017,1.1379228424299124,0.018801890337450836,hatcherysouth_santiam,0.15757717293887463,40,20,C_genus_hatchery
Allomeiothermus,hatchery,sandy,-3.583000572594466,1.4668156076220573,0.01961532441964442,hatcherysandy,0.15994033757556217,40,22,C_genus_hatchery
Aeromonas,hatchery,south_santiam,2.188323235855584,0.9115806595798595,0.021662116744453414,hatcherysouth_santiam,0.17221382811840466,40,39,C_genus_hatchery
Hafnia.Obesumbacterium,hatchery,sandy,2.903775637581825,1.2648757630147291,0.027624272863722425,hatcherysandy,0.1952115282369718,40,8,C_genus_hatchery
Pseudomonas,hatchery,willamette,2.4690914746009884,1.07528569849924,0.02759146639301516,hatcherywillamette,0.1952115282369718,40,37,C_genus_hatchery
Allomeiothermus,hatchery,south_santiam,-3.272360109451414,1.417078505816134,0.026780001810126852,hatcherysouth_santiam,0.1952115282369718,40,22,C_genus_hatchery
Caldicellulosiruptor,hatchery,willamette,-2.5299078805463786,1.1004090240871058,0.027412331577856063,hatcherywillamette,0.1952115282369718,40,8,C_genus_hatchery
Muribaculaceae,hatchery,willamette,-0.5327092603158939,0.2288121011753204,0.02563819418943316,hatcherywillamette,0.1952115282369718,40,40,C_genus_hatchery
Enhydrobacter,hatchery,sandy,-2.6669452640147457,1.1778620441247587,0.029681551958716742,hatcherysandy,0.2051898591928679,40,20,C_genus_hatchery
Staphylococcus,hatchery,south_santiam,-2.1090856547705523,0.9751046475354307,0.03726467483443023,hatcherysouth_santiam,0.25213120419891094,40,39,C_genus_hatchery
Mobilicoccus,hatchery,south_santiam,-1.8258761572200488,0.8954128581029088,0.04882887098086262,hatcherysouth_santiam,0.29255215337723245,40,7,C_genus_hatchery
Frondihabitans,hatchery,willamette,1.6658696108444124,0.8267608067988533,0.05142649229186683,hatcherywillamette,0.29255215337723245,40,6,C_genus_hatchery
Psychrobacter,hatchery,willamette,-1.963244996688311,0.9576541652748214,0.04769603975122436,hatcherywillamette,0.29255215337723245,40,5,C_genus_hatchery
Exiguobacterium,hatchery,willamette,-2.382566955007254,1.142544854956148,0.04419142838691121,hatcherywillamette,0.29255215337723245,40,12,C_genus_hatchery
Clostridium,hatchery,willamette,-0.9647867130491005,0.4685463711845793,0.04677405147375413,hatcherywillamette,0.29255215337723245,40,37,C_genus_hatchery
Lawsonella,hatchery,willamette,1.7333360631775876,0.8350229166955127,0.0451147578212128,hatcherywillamette,0.29255215337723245,40,8,C_genus_hatchery
Parageobacillus,hatchery,sandy,-2.437325066602319,1.2030077610128695,0.05022186666852481,hatcherysandy,0.29255215337723245,40,37,C_genus_hatchery
Blastococcus,hatchery,willamette,1.867958555436361,0.9274423969633944,0.05151861820479565,hatcherywillamette,0.29255215337723245,40,7,C_genus_hatchery
Neisseria,hatchery,willamette,1.9500944438958079,0.9598910885146246,0.04962805191556176,hatcherywillamette,0.29255215337723245,40,10,C_genus_hatchery
Flavobacterium,hatchery,willamette,-2.004637212939599,1.0024771623032334,0.053124187729148,hatcherywillamette,0.2963770473310362,40,23,C_genus_hatchery
Streptococcus,hatchery,south_santiam,-2.3335701802089224,1.17504507843311,0.0546954847376355,hatcherysouth_santiam,0.2998821404580705,40,38,C_genus_hatchery
Rhodococcus,hatchery,willamette,1.3810762878374137,0.7139782790599255,0.06096114142966999,hatcherywillamette,0.31449995983109463,40,38,C_genus_hatchery
Pseudomonas,hatchery,south_santiam,2.4221325780396583,1.2539878362328392,0.06131760223121971,hatcherysouth_santiam,0.31449995983109463,40,37,C_genus_hatchery
Roseomonas,hatchery,willamette,-1.5926590129704579,0.8238527677006233,0.0611082460555906,hatcherywillamette,0.31449995983109463,40,7,C_genus_hatchery
Turicibacter,hatchery,sandy,0.834474835960951,0.4277847762335597,0.058912008711440214,hatcherysandy,0.31449995983109463,40,39,C_genus_hatchery
Staphylococcus,hatchery,sandy,-1.8746713244048359,1.0093292010282993,0.07145786770815847,hatcherysandy,0.3606920941459427,40,39,C_genus_hatchery
Iodobacter,hatchery,willamette,1.64082294161008,0.888774317153978,0.07310367348759257,hatcherywillamette,0.3632338776414756,40,15,C_genus_hatchery
Psychrobacter,hatchery,south_santiam,-2.0247147612666505,1.1168070739231426,0.07818489368933126,hatcherysouth_santiam,0.38250455681857454,40,5,C_genus_hatchery
Tychonema.CCAP.1459.11B,hatchery,south_santiam,-1.7866831050458307,1.0163529422706974,0.08725917030111079,hatcherysouth_santiam,0.39337345519610295,40,5,C_genus_hatchery
Exiguobacterium,hatchery,sandy,-2.4665849197582714,1.379190715341273,0.08212559965782829,hatcherysandy,0.39337345519610295,40,12,C_genus_hatchery
Akkermansia,hatchery,sandy,0.9320983015766546,0.5264397323812845,0.08510035327135626,hatcherysandy,0.39337345519610295,40,37,C_genus_hatchery
Mycobacterium,hatchery,willamette,1.6046773737782771,0.9214694989194249,0.09014820083744543,hatcherywillamette,0.39337345519610295,40,6,C_genus_hatchery
Rhizobiaceae,hatchery,willamette,1.9720613977069592,1.127598888475621,0.08883062764427119,hatcherywillamette,0.39337345519610295,40,14,C_genus_hatchery
Kocuria,hatchery,south_santiam,-1.986071929533538,1.1160723670268073,0.08359857288225674,hatcherysouth_santiam,0.39337345519610295,40,39,C_genus_hatchery
Ramlibacter,hatchery,willamette,-0.6236947951835283,0.3527991213083891,0.0855617988501707,hatcherywillamette,0.39337345519610295,40,14,C_genus_hatchery
Chryseobacterium,hatchery,south_santiam,2.0608258972832076,1.1839996326496667,0.09030271141294188,hatcherysouth_santiam,0.39337345519610295,40,16,C_genus_hatchery
Geobacillus,hatchery,south_santiam,-2.4447506947810633,1.4130553354468562,0.0921752853852503,hatcherysouth_santiam,0.3961046047636432,40,26,C_genus_hatchery
Cetobacterium,hatchery,south_santiam,-2.0661459249547174,1.2106575565578306,0.09650413979311244,hatcherysouth_santiam,0.4060360197881528,40,13,C_genus_hatchery
Lawsonella,hatchery,sandy,1.71737163706724,1.0079743029851043,0.09704005504370948,hatcherysandy,0.4060360197881528,40,8,C_genus_hatchery
Noviherbaspirillum,hatchery,willamette,1.8370224043964507,1.0909463619457653,0.10085799864473685,hatcherywillamette,0.4063909010905302,40,13,C_genus_hatchery
Geobacillus,hatchery,willamette,-2.0211924902708773,1.2116849537860455,0.10397566233254601,hatcherywillamette,0.4063909010905302,40,26,C_genus_hatchery
Akkermansia,hatchery,south_santiam,0.8549560534669454,0.5085890997400224,0.10141368134197429,hatcherysouth_santiam,0.4063909010905302,40,37,C_genus_hatchery
Alistipes,hatchery,sandy,0.5033364020362351,0.3036188229421682,0.10605001796500708,hatcherysandy,0.4063909010905302,40,40,C_genus_hatchery
Caldicellulosiruptor,hatchery,south_santiam,-2.127290163071446,1.2832864168211153,0.1060705811022453,hatcherysouth_santiam,0.4063909010905302,40,8,C_genus_hatchery
Dubosiella,hatchery,sandy,0.8211665344335751,0.492621235231536,0.10420598673292299,hatcherysandy,0.4063909010905302,40,37,C_genus_hatchery
Faecalibacterium,hatchery,sandy,0.827196865817836,0.4899943158675237,0.10002346826483649,hatcherysandy,0.4063909010905302,40,36,C_genus_hatchery
Dermacoccus,hatchery,willamette,1.6338307682474957,1.005623700122786,0.11295235061370651,hatcherywillamette,0.41766101738556594,40,12,C_genus_hatchery
Segatella,hatchery,willamette,-0.42932316926452313,0.26366610243456967,0.11218633566896488,hatcherywillamette,0.41766101738556594,40,38,C_genus_hatchery
Kocuria,hatchery,willamette,1.5566523221918724,0.9570241593087416,0.11255469472742607,hatcherywillamette,0.41766101738556594,40,39,C_genus_hatchery
Malacoplasma,hatchery,sandy,1.1096049676766342,0.6933630460521629,0.11826735355305858,hatcherysandy,0.4229615288507361,40,38,C_genus_hatchery
Alistipes,hatchery,willamette,-0.40427086994022915,0.25152295484716775,0.11672702649192343,hatcherywillamette,0.4229615288507361,40,40,C_genus_hatchery
Sphingomonas,hatchery,willamette,1.6117517487500266,1.0101456828094328,0.11932885655183519,hatcherywillamette,0.4229615288507361,40,30,C_genus_hatchery
Lactococcus,hatchery,willamette,1.641474606197467,1.0298604906646367,0.11970609307096305,hatcherywillamette,0.4229615288507361,40,37,C_genus_hatchery
Sphingobacterium,hatchery,willamette,1.1812052530030646,0.7504260777881503,0.12422530018030557,hatcherywillamette,0.4341059940366722,40,5,C_genus_hatchery
Tychonema.CCAP.1459.11B,hatchery,sandy,-1.6489967757398791,1.0520252423959144,0.12575863216598596,hatcherysandy,0.4346874459650384,40,5,C_genus_hatchery
Corynebacterium,hatchery,sandy,-1.44811912729493,0.9293312735034022,0.1279256693349684,hatcherysandy,0.4374232564356984,40,40,C_genus_hatchery
Lactobacillus,hatchery,sandy,0.8667791436272403,0.5799430402689586,0.14373524348534067,hatcherysandy,0.48625327051423756,40,37,C_genus_hatchery
Kocuria,hatchery,sandy,-1.6942345027546222,1.1552446533283487,0.15117775122675936,hatcherysandy,0.5028650278222221,40,39,C_genus_hatchery
Enhydrobacter,hatchery,willamette,-1.4287427931574412,0.9757607873903602,0.15180831028595385,hatcherywillamette,0.5028650278222221,40,20,C_genus_hatchery
Granulicatella,hatchery,south_santiam,-1.6169005904503182,1.115044446332943,0.15569414830600883,hatcherysouth_santiam,0.5072704218264497,40,7,C_genus_hatchery
Escherichia.Shigella,hatchery,sandy,0.9708947809860301,0.6732601730253449,0.15792381056861168,hatcherysandy,0.5072704218264497,40,8,C_genus_hatchery
Escherichia.Shigella,hatchery,south_santiam,0.941281059311795,0.6504311210343307,0.15650319876449462,hatcherysouth_santiam,0.5072704218264497,40,8,C_genus_hatchery
Psychrobacter,hatchery,sandy,-1.6442328579567764,1.1560051472164072,0.16353477957271248,hatcherysandy,0.5139921203950156,40,5,C_genus_hatchery
Cetobacterium,hatchery,willamette,-1.4788174488607335,1.0381302902087743,0.16291314620861228,hatcherywillamette,0.5139921203950156,40,13,C_genus_hatchery
Undibacterium,hatchery,willamette,-1.1319409823361783,0.7984135643162795,0.1648653971078352,hatcherywillamette,0.5139921203950156,40,8,C_genus_hatchery
Caldicellulosiruptor,hatchery,sandy,-1.8441184899338763,1.3283276385301628,0.1735770438392198,hatcherysandy,0.5358980576783678,40,8,C_genus_hatchery
Lachnoclostridium,hatchery,willamette,-0.4045905289455338,0.2972826727827538,0.18198491351126136,hatcherywillamette,0.5459547405337841,40,29,C_genus_hatchery
Rhodoferax,hatchery,willamette,-1.3534766314574,0.9918815797692813,0.1808624686566885,hatcherywillamette,0.5459547405337841,40,38,C_genus_hatchery
Mesomycoplasma,hatchery,willamette,-0.5162194705483812,0.37707070065999215,0.1794729512486633,hatcherywillamette,0.5459547405337841,40,40,C_genus_hatchery
Acinetobacter,hatchery,sandy,-1.5779774841354899,1.1661111428441846,0.18442982860934187,hatcherysandy,0.5481185560539319,40,39,C_genus_hatchery
Agathobacter,hatchery,sandy,0.6706021215149229,0.49963856950584973,0.18794325745715046,hatcherysandy,0.5483115217557233,40,35,C_genus_hatchery
Staphylococcus,hatchery,willamette,1.12229109110351,0.8361453370910558,0.1879285949309634,hatcherywillamette,0.5483115217557233,40,39,C_genus_hatchery
Paracoccus,hatchery,south_santiam,-1.3778656787288674,1.0313199523327634,0.1899268477831299,hatcherysouth_santiam,0.5490612508639574,40,5,C_genus_hatchery
Anoxybacillus,hatchery,willamette,-1.550446719676636,1.1681797123533506,0.1927879286325065,hatcherywillamette,0.5523113631093429,40,9,C_genus_hatchery
Rathayibacter,hatchery,willamette,1.118963498104164,0.8535636762140596,0.19818208292961603,hatcherywillamette,0.5577159501913088,40,5,C_genus_hatchery
Bradyrhizobium,hatchery,south_santiam,-1.44993411962307,1.103701118333926,0.197257370240636,hatcherysouth_santiam,0.5577159501913088,40,35,C_genus_hatchery
Chroococcidiopsaceae,hatchery,willamette,0.9739188285429038,0.7495518629957916,0.20208889363301188,hatcherywillamette,0.5637216506605068,40,7,C_genus_hatchery
Granulicatella,hatchery,sandy,-1.4867833322832262,1.1541806543254922,0.2059044915083183,hatcherysandy,0.5693706808664801,40,7,C_genus_hatchery
Exiguobacterium,hatchery,south_santiam,-1.705975765472146,1.33242481739046,0.20860907597167244,hatcherysouth_santiam,0.5718766048188951,40,12,C_genus_hatchery
Brevundimonas,hatchery,willamette,1.0296287415734449,0.8154616441379111,0.21483893092718337,hatcherywillamette,0.5741073952507925,40,7,C_genus_hatchery
Actinomycetospora,hatchery,willamette,0.9605251310604905,0.7590405479763088,0.2138406420200146,hatcherywillamette,0.5741073952507925,40,5,C_genus_hatchery
Mobilicoccus,hatchery,sandy,-1.1781119975441334,0.9268403621536798,0.21184316625649122,hatcherysandy,0.5741073952507925,40,7,C_genus_hatchery
Neisseriaceae,hatchery,willamette,1.2809609583690627,1.052124929245584,0.2313350346640083,hatcherywillamette,0.6046663236713412,40,9,C_genus_hatchery
Massilia,hatchery,south_santiam,1.2278679228452218,1.0454470106620628,0.24790927656022518,hatcherysouth_santiam,0.6046663236713412,40,39,C_genus_hatchery
Hafnia.Obesumbacterium,hatchery,south_santiam,1.4401984070973974,1.2219860812646843,0.2463002777168248,hatcherysouth_santiam,0.6046663236713412,40,8,C_genus_hatchery
Malacoplasma,hatchery,south_santiam,0.7915741892451255,0.6698523414818259,0.24506648006590065,hatcherysouth_santiam,0.6046663236713412,40,38,C_genus_hatchery
Blautia,hatchery,willamette,-0.5792557972828785,0.4895569534979878,0.24447522211709904,hatcherywillamette,0.6046663236713412,40,23,C_genus_hatchery
Acinetobacter,hatchery,south_santiam,-1.3442789591292426,1.1265703932589737,0.24057670445941579,hatcherysouth_santiam,0.6046663236713412,40,39,C_genus_hatchery
Acinetobacter,hatchery,willamette,1.1361725664358524,0.966026142536769,0.247261994791506,hatcherywillamette,0.6046663236713412,40,39,C_genus_hatchery
Rhodoferax,hatchery,south_santiam,1.359777419212909,1.156722755403568,0.24749368423570584,hatcherysouth_santiam,0.6046663236713412,40,38,C_genus_hatchery
Bradyrhizobium,hatchery,willamette,1.122689349494257,0.9464159010723654,0.24329233715992557,hatcherywillamette,0.6046663236713412,40,35,C_genus_hatchery
Turicibacter,hatchery,south_santiam,0.49096029259267054,0.41327935724565723,0.2426269766650999,hatcherysouth_santiam,0.6046663236713412,40,39,C_genus_hatchery
Dubosiella,hatchery,willamette,-0.47808539992380394,0.4080957415789025,0.24909210188976638,hatcherywillamette,0.6046663236713412,40,37,C_genus_hatchery
Faecalibacterium,hatchery,willamette,-0.4958608662907963,0.4059195572627296,0.22980806399488254,hatcherywillamette,0.6046663236713412,40,36,C_genus_hatchery
Tetragenococcus,hatchery,willamette,-1.1683537471274574,1.0088309330976886,0.25443813018791894,hatcherywillamette,0.6129645863618047,40,37,C_genus_hatchery
Lactobacillus,hatchery,willamette,-0.5406758809296878,0.4804345979540368,0.26787131672293474,hatcherywillamette,0.6404742760743853,40,37,C_genus_hatchery
Knoellia,hatchery,sandy,1.1038846430276865,0.9895193010711484,0.27199496458092337,hatcherysandy,0.6454805875875644,40,5,C_genus_hatchery
Streptococcus,hatchery,willamette,1.0910308306569627,1.0075928421497335,0.2860926468592284,hatcherywillamette,0.6739071237128492,40,38,C_genus_hatchery
Nakamurella,hatchery,willamette,0.8608696171548907,0.803067225230113,0.290864309466685,hatcherywillamette,0.6743142329989895,40,5,C_genus_hatchery
